ip,abuseConfidenceScore,levels
45.148.10.21,12,AbuseIPDB
54.228.209.46,0,AbuseIPDB
5.149.248.249,0,AbuseIPDB
168.187.113.38,0,AbuseIPDB
88.99.91.108,0,AbuseIPDB
51.159.47.9,0,AbuseIPDB
72.163.5.201,0,AbuseIPDB
198.144.120.50,0,AbuseIPDB
221.7.92.99,0,AbuseIPDB
156.154.65.10,0,AbuseIPDB
5.79.113.184,0,AbuseIPDB
54.222.34.76,0,AbuseIPDB
162.19.3.242,0,AbuseIPDB
195.123.213.192,0,AbuseIPDB
217.12.221.175,0,AbuseIPDB
203.144.255.71,0,AbuseIPDB
199.19.73.196,0,AbuseIPDB
190.109.66.254,0,AbuseIPDB
78.47.91.236,0,AbuseIPDB
102.213.181.190,0,AbuseIPDB
185.102.216.200,0,AbuseIPDB
102.23.122.251,0,AbuseIPDB
211.137.32.188,0,AbuseIPDB
84.21.142.170,0,AbuseIPDB
92.46.38.184,0,AbuseIPDB
2.59.22.222,0,AbuseIPDB
195.201.222.40,0,AbuseIPDB
205.251.196.154,0,AbuseIPDB
205.251.194.144,0,AbuseIPDB
92.118.39.2,4,AbuseIPDB
205.251.196.200,0,AbuseIPDB
122.114.200.179,0,AbuseIPDB
122.114.200.178,0,AbuseIPDB
205.185.112.92,0,AbuseIPDB
204.74.110.116,0,AbuseIPDB
72.29.65.2,0,AbuseIPDB
93.189.144.130,0,AbuseIPDB
193.230.31.224,0,AbuseIPDB
221.228.255.2,0,AbuseIPDB
185.130.44.3,0,AbuseIPDB
45.132.16.73,0,AbuseIPDB
121.242.190.174,0,AbuseIPDB
204.61.216.50,5,AbuseIPDB
195.123.245.45,0,AbuseIPDB
213.251.128.143,0,AbuseIPDB
177.79.237.228,0,AbuseIPDB
217.12.200.136,0,AbuseIPDB
61.211.236.1,0,AbuseIPDB
211.140.197.62,0,AbuseIPDB
211.136.17.105,0,AbuseIPDB
41.87.126.253,0,AbuseIPDB
43.229.60.232,0,AbuseIPDB
54.186.212.25,0,AbuseIPDB
172.64.32.116,0,AbuseIPDB
200.45.0.115,0,AbuseIPDB
216.239.36.106,0,AbuseIPDB
204.74.120.1,0,AbuseIPDB
216.239.34.102,0,AbuseIPDB
216.239.34.109,0,AbuseIPDB
216.239.32.102,0,AbuseIPDB
202.96.0.133,0,AbuseIPDB
90.207.238.101,0,AbuseIPDB
195.123.243.46,0,AbuseIPDB
192.99.60.247,0,AbuseIPDB
62.244.176.178,0,AbuseIPDB
62.244.177.179,0,AbuseIPDB
152.37.114.9,0,AbuseIPDB
95.100.173.32,0,AbuseIPDB
5.11.11.10,0,AbuseIPDB
62.204.50.42,0,AbuseIPDB
185.64.79.15,0,AbuseIPDB
200.115.194.137,0,AbuseIPDB
60.43.59.164,0,AbuseIPDB
103.237.144.60,0,AbuseIPDB
190.103.220.3,0,AbuseIPDB
80.93.143.254,0,AbuseIPDB
165.227.221.201,0,AbuseIPDB
205.251.197.63,0,AbuseIPDB
205.251.198.48,0,AbuseIPDB
211.138.18.126,0,AbuseIPDB
202.100.64.81,0,AbuseIPDB
46.17.40.200,0,AbuseIPDB
205.251.197.69,0,AbuseIPDB
185.98.113.141,0,AbuseIPDB
176.235.26.65,0,AbuseIPDB
205.251.195.162,0,AbuseIPDB
217.160.83.213,0,AbuseIPDB
205.251.195.83,0,AbuseIPDB
177.52.180.8,0,AbuseIPDB
204.130.255.2,0,AbuseIPDB
205.251.196.104,0,AbuseIPDB
177.71.92.21,0,AbuseIPDB
205.251.199.39,0,AbuseIPDB
211.138.18.254,0,AbuseIPDB
205.251.198.101,0,AbuseIPDB
205.251.193.92,0,AbuseIPDB
167.235.31.147,0,AbuseIPDB
156.154.67.99,0,AbuseIPDB
24.232.0.17,0,AbuseIPDB
205.251.199.14,0,AbuseIPDB
205.251.193.217,0,AbuseIPDB
118.23.100.18,0,AbuseIPDB
165.154.26.171,0,AbuseIPDB
180.240.138.99,0,AbuseIPDB
200.75.0.3,0,AbuseIPDB
74.91.16.66,0,AbuseIPDB
177.85.168.253,0,AbuseIPDB
54.39.39.207,0,AbuseIPDB
64.95.10.31,0,AbuseIPDB
46.101.116.29,0,AbuseIPDB
213.251.128.155,0,AbuseIPDB
205.251.199.252,0,AbuseIPDB
185.136.96.100,0,AbuseIPDB
51.15.62.191,0,AbuseIPDB
162.248.93.142,0,AbuseIPDB
45.164.21.15,0,AbuseIPDB
62.248.254.2,0,AbuseIPDB
199.58.198.53,0,AbuseIPDB
188.0.241.76,0,AbuseIPDB
185.51.200.5,0,AbuseIPDB
202.96.103.36,0,AbuseIPDB
185.164.33.99,0,AbuseIPDB
216.98.128.74,0,AbuseIPDB
67.228.255.20,0,AbuseIPDB
66.163.53.1,0,AbuseIPDB
210.101.60.1,0,AbuseIPDB
104.152.55.142,0,AbuseIPDB
211.137.96.207,0,AbuseIPDB
106.11.35.29,0,AbuseIPDB
140.205.122.143,0,AbuseIPDB
204.19.119.1,0,AbuseIPDB
213.251.128.145,0,AbuseIPDB
45.144.52.53,0,AbuseIPDB
196.216.2.1,0,AbuseIPDB
64.132.94.251,0,AbuseIPDB
199.180.182.53,0,AbuseIPDB
194.154.192.1,0,AbuseIPDB
200.23.242.204,0,AbuseIPDB
203.113.131.1,0,AbuseIPDB
212.107.228.7,0,AbuseIPDB
195.200.85.20,0,AbuseIPDB
205.251.199.29,0,AbuseIPDB
205.251.192.1,0,AbuseIPDB
205.251.192.124,0,AbuseIPDB
69.65.16.102,0,AbuseIPDB
208.80.126.4,0,AbuseIPDB
205.251.192.71,0,AbuseIPDB
205.251.197.37,0,AbuseIPDB
205.251.194.36,0,AbuseIPDB
109.126.2.128,0,AbuseIPDB
85.91.99.99,0,AbuseIPDB
23.253.217.134,0,AbuseIPDB
45.15.23.2,0,AbuseIPDB
118.174.8.46,0,AbuseIPDB
93.188.242.252,0,AbuseIPDB
17.253.200.1,0,AbuseIPDB
217.30.38.181,0,AbuseIPDB
168.95.192.3,0,AbuseIPDB
207.65.0.25,0,AbuseIPDB
216.153.0.25,0,AbuseIPDB
208.111.184.66,0,AbuseIPDB
67.198.198.198,0,AbuseIPDB
205.251.197.56,0,AbuseIPDB
205.251.198.132,0,AbuseIPDB
119.235.48.2,0,AbuseIPDB
119.235.48.3,1,AbuseIPDB
23.134.88.19,0,AbuseIPDB
189.90.240.55,0,AbuseIPDB
154.126.201.11,0,AbuseIPDB
5.162.220.99,0,AbuseIPDB
103.134.153.220,0,AbuseIPDB
45.184.112.250,0,AbuseIPDB
162.159.25.92,0,AbuseIPDB
185.136.97.100,0,AbuseIPDB
157.7.33.254,0,AbuseIPDB
192.50.43.53,0,AbuseIPDB
98.138.11.157,0,AbuseIPDB
45.135.229.16,0,AbuseIPDB
211.137.82.4,0,AbuseIPDB
183.221.253.54,0,AbuseIPDB
